Road_Id,Road_Name,Road_category,Road_Type
2716,A484,PR,Roundabout
2717,A5151,PR,Roundabout
2718,A4222,PU,Dual carriageway
2719,A5154,PU,Single carriageway
2720,A4050,PR,Dual carriageway
2721,A469,PR,Roundabout
2722,A468,PR,Roundabout
2723,A4055,PU,Roundabout
2724,A55,TU,Dual carriageway
2725,A4138,PU,Single carriageway
2726,A4230,PR,Roundabout
2727,A4240,PU,Roundabout
2728,A468,PR,Slip road
2729,A4060,TR,Roundabout
2730,A4049,PU,Roundabout
2731,A5119,PU,Roundabout
2732,A5026,PU,Dual carriageway
2733,A4143,PU,Single carriageway
2734,A4231,PR,Roundabout
2735,A48,PR,Slip road
2736,A497,PR,Slip road
2737,A4058,PR,Dual carriageway
2738,A4086,PR,Roundabout
2739,A476,PU,Roundabout
2740,A4066,PR,Roundabout
2741,A4069,PR,Roundabout
2742,A4093,PR,Roundabout
2743,A4118,PR,Roundabout
2744,A487,PR,Roundabout
2745,A534,PU,Roundabout
2746,A544,PR,Dual carriageway
2747,A541,PU,Roundabout
2748,A4043,PR,Roundabout
2749,A4046,PU,Roundabout
2750,A4159,PR,Roundabout
2751,A487,TU,Roundabout
2752,A4139,PR,One way street
2753,A4081,PR,One way street
2754,A469,PU,One way street
2755,A4119,PR,Dual carriageway
2756,A4219,PR,One way street
2757,A55,TR,One way street
2758,A4067,PU,Roundabout
2759,A476,PR,Roundabout
2760,A550,TR,Dual carriageway
2761,A4119,PU,One way street
2762,A4241,PU,Roundabout
2763,A4077,PR,Roundabout
2764,A474,PR,Slip road
2765,A472,PR,One way street
2766,A4221,PR,Roundabout
2767,A4222,PU,Roundabout
2768,A470,PU,Slip road
2769,A4080,PR,One way street
2770,A4139,PR,Roundabout
2771,A539,PR,One way street
2772,A472,PU,One way street
2773,A4242,PR,Roundabout
2774,A4050,PU,Roundabout
2775,A4240,PR,Roundabout
2776,A55,TU,Single carriageway
2777,A4043,PU,Dual carriageway
2778,A4107,PR,Roundabout
2779,A4119,PR,One way street
2780,A470,TU,One way street
2781,A472,PU,Slip road
2782,A4102,PR,Dual carriageway
2783,A4049,PU,One way street
2784,A5119,PR,Roundabout
2785,A4143,PU,Roundabout
2786,A4050,PU,One way street
2787,A466,PR,One way street
2788,A4058,PR,Single carriageway
2789,A4106,PR,Roundabout
2790,A4229,PR,One way street
2791,A4042,TR,One way street
2792,A481,PR,One way street
2793,A547,PU,Dual carriageway
2794,A548,PR,One way street
2795,A4048,PR,Slip road
2796,A5104,PR,One way street
2797,A477,PR,Roundabout
2798,A489,TU,One way street
2799,A4218,PR,One way street
2800,A544,PR,Roundabout
2801,A4230,PU,Roundabout
2802,A494,TU,Roundabout
2803,A4065,PU,Roundabout
2804,A4120,PR,Roundabout
2805,A48,TU,Roundabout
2806,A4087,PR,Dual carriageway
2807,A468,PU,Dual carriageway
2808,A486,PR,One way street
2809,A4051,PU,Roundabout
2810,A4064,PR,Slip road
2811,A4050,PR,Roundabout
2812,A483,TU,Roundabout
2813,A472,PU,Dual carriageway
2814,A470,PR,Dual carriageway
2815,A549,PU,Roundabout
2816,A489,PU,Dual carriageway
2817,A5156,PU,Dual carriageway
2818,A470,TU,Roundabout
2819,A4102,PR,Roundabout
2820,A465,TU,Roundabout
2821,A4049,PR,Dual carriageway
2822,A469,PR,Dual carriageway
2823,A547,PR,Slip road
2824,A548,PU,Slip road
2825,A4232,PR,Slip road
2826,A470,PR,Roundabout
2827,A5026,PR,Roundabout
2828,A493,PR,Unknown
2829,A4069,PR,Unknown
2830,A4085,PR,Roundabout
2831,A4058,PU,Roundabout
2832,A4226,PR,Roundabout
2833,A475,PR,Unknown
2834,A4107,PR,Unknown
2835,A4160,PU,One way street
2836,A499,PR,One way street
2837,A5152,PR,Slip road
2838,A4054,PU,Slip road
2839,A5026,PU,Slip road
2840,A4244,PR,Single carriageway
2841,A4063,PU,Unknown
2842,A4063,PU,One way street
2843,A5026,PR,Dual carriageway
2844,A4055,PU,Unknown
2845,A4231,PR,One way street
2846,A4061,PR,Roundabout
2847,A485,PR,One way street
2848,A48,TM,Roundabout
2849,A48,PR,Unknown
2850,A48,PU,Unknown
2851,A467,PR,One way street
2852,A498,PR,One way street
2853,A534,PU,Dual carriageway
2854,A4043,PR,Dual carriageway
2855,A4050,PU,Slip road
2856,A4065,PU,One way street
2857,A4069,PR,One way street
2858,A4242,PU,Dual carriageway
2859,A4222,PR,One way street
2860,A484,PU,One way street
2861,A487,PR,Slip road
2862,A550,PR,Unknown
2863,A44,TR,One way street
2864,A48,TU,Dual carriageway
2865,A4221,PR,Dual carriageway
2866,A5108,PR,Roundabout
2867,A467,PU,Roundabout
2868,A5151,PR,Unknown
2869,A543,PR,Slip road
2870,A5152,PR,Dual carriageway
2871,A483,PR,Dual carriageway
2872,A545,PU,Dual carriageway
2873,A4226,PU,Dual carriageway
2874,A547,PR,One way street
2875,A546,PR,Roundabout
2876,A4244,PR,Roundabout
2877,A487,PU,Roundabout
2878,A487,PU,One way street
2879,A534,PR,Dual carriageway
2880,A469,PU,Slip road
2881,A469,PR,One way street
2882,A4042,TR,Unknown
2883,A487,TU,Unknown
2884,A4234,PU,Dual carriageway
2885,A5,PU,Slip road
2886,A468,PR,Dual carriageway
2887,A4118,PR,Dual carriageway
2888,A477,PR,Dual carriageway
2889,A4064,PR,Dual carriageway
2890,A4159,PR,One way street
2891,A4042,TU,Roundabout
2892,A4242,PU,Roundabout
2893,A4119,PU,Slip road
2894,A4119,PU,Roundabout
2895,A498,PR,Dual carriageway
2896,A4065,PU,Dual carriageway
2897,A4079,PR,Dual carriageway
2898,A4115,PR,Dual carriageway
2899,A48,TU,Slip road
2900,A4072,PR,Dual carriageway
2901,A485,PR,Slip road
2902,A5154,PU,One way street
2903,A469,PR,Slip road
2904,A4059,PU,One way street
2905,A489,TR,One way street
2906,A474,PU,One way street
2907,A4240,PU,Dual carriageway
2908,A470,PU,One way street
2909,A534,PR,Roundabout
2910,A470,TU,Dual carriageway
2911,A5025,PR,Slip road
2912,A4160,PU,Slip road
2913,A5114,PR,Roundabout
2914,A483,TU,One way street
2915,A499,PR,Slip road
2916,A548,PU,One way street
2917,A4138,PR,One way street
2918,A5104,PU,Roundabout
2919,A4055,PU,One way street
2920,A48,PU,Slip road
2921,A474,PU,Slip road
2922,A525,PR,Slip road
2923,A4221,PR,One way street
2924,A545,PR,Dual carriageway
2925,A4243,PR,Dual carriageway
2926,A4054,PR,One way street
2927,A474,PR,One way street
2928,A483,PU,One way street
2929,A4086,PR,One way street
2930,A4087,PU,Dual carriageway
2931,A4226,PU,One way street
2932,A4054,PR,Slip road
2933,A4138,PU,Roundabout
2934,A4063,PR,Dual carriageway
2935,A525,PU,Slip road
2936,A4054,PU,One way street
2937,A4214,PU,One way street
2938,A5151,PR,One way street
2939,A477,TR,One way street
2940,A4120,PU,Dual carriageway
2941,A458,TR,Slip road
2942,A493,PR,One way street
2943,A475,PR,One way street
2944,A4086,PR,Slip road
2945,A4064,PR,One way street
2946,A489,TR,Slip road
2947,A473,PU,One way street
2948,A4058,PU,One way street
2949,A5026,PR,One way street
2950,A478,PR,One way street
2951,A484,PR,One way street
2952,A493,PR,Roundabout
2953,A539,PU,Roundabout
2954,A542,PR,Roundabout
2955,A482,PR,Roundabout
2956,A4048,PR,One way street
2957,A4055,PR,Dual carriageway
2958,A4067,PR,One way street
2959,A4118,PR,One way street
2960,A4161,PU,One way street
2961,A487,PR,One way street
2962,A489,TU,Dual carriageway
2963,A484,PU,Roundabout
2964,A544,PR,One way street
2965,A4078,PR,One way street
2966,A496,PR,One way street
2967,A4047,PU,One way street
2968,A4059,PR,One way street
2969,A5152,PU,One way street
2970,A4063,PR,Roundabout
2971,A40,TR,Unknown
2972,A5152,PR,Unknown
2973,A4233,PR,Roundabout
2974,A4244,PR,Dual carriageway
2975,A5156,PU,Roundabout
2976,A4048,PU,Roundabout
2977,A4055,PR,One way street
2978,A4223,PU,Roundabout
2979,A4102,PU,One way street
2980,A4107,PR,One way street
2981,A4242,PU,Slip road
2982,A4161,PU,Slip road
2983,A4066,PR,Slip road
2984,A496,PR,Slip road
2985,A550,PR,Slip road
2986,A4061,PR,Slip road
2987,A4075,PR,One way street
2988,A4109,PR,Slip road
2989,A479,TR,One way street
2990,A4076,TU,Dual carriageway
2991,A550,PU,Dual carriageway
2992,A4243,PR,Slip road
2993,A4222,PU,Slip road
2994,A5,PR,Slip road
2995,A44,TR,Slip road
2996,A4242,PR,Dual carriageway
2997,A470,PR,Slip road
2998,A4232,PU,Slip road
2999,A549,PU,Dual carriageway
3000,A4051,PU,Slip road
3001,A4043,PU,Slip road
3002,A489,TR,Dual carriageway
3003,A4230,PR,Slip road
3004,A487,PU,Slip road
3005,M48,TM,Dual carriageway
3006,A4233,PU,Slip road
3007,A489,PR,Slip road
3008,A4063,PU,Slip road
3009,A487,TU,Slip road
3010,A478,PR,Unknown
3011,A539,PR,Unknown
3012,A549,PR,Dual carriageway
3013,A4223,PU,Dual carriageway
3014,A4159,PR,Dual carriageway
3015,A483,TR,Unknown
3016,A541,PR,Unknown
3017,A40,TU,Unknown
3018,A4081,PR,Slip road
3019,A479,TR,Unknown
3020,A4067,PU,Slip road
3021,A55,TR,Unknown
3022,A4087,PR,Slip road
3023,A467,PR,Slip road
3024,A5151,PR,Slip road
3025,A4055,PU,Slip road
3026,A4232,PU,One way street
3027,A4059,PU,Unknown
3028,A4106,PU,One way street
3029,A4106,PR,Dual carriageway
3030,A4160,PU,Unknown
3031,A5104,PR,Unknown
3032,A40,TU,One way street
3033,A4078,PR,Dual carriageway
3034,A5114,PR,Dual carriageway
3035,A4042,TU,Unknown
3036,A474,PR,Unknown
3037,A546,PU,One way street
3038,A487,TR,Unknown
3039,A543,PR,Unknown
3040,A4221,PR,Unknown
3041,A4087,PU,Unknown
3042,A4138,PU,Unknown
3043,A484,PR,Unknown
3044,A4119,PU,Unknown
3045,A4077,PR,Slip road
3046,A4232,TR,Single carriageway
3047,A466,TR,Single carriageway
3048,A497,TR,Single carriageway
3049,A4971,TR,Single carriageway
3050,A4102,PR,One way street
3051,A4214,PU,Roundabout
3052,A4231,PR,Dual carriageway
3053,A487,TU,One way street
3054,A494,TU,One way street
3055,A484,PU,Slip road
3056,A493,PR,Slip road
3057,A495,PR,Unknown
3058,A4043,PR,One way street
3059,A4050,PU,Unknown
3060,A4058,PU,Unknown
3061,A4080,PR,Slip road
3062,A466,PR,Slip road
3063,A546,PU,Slip road
3064,A475,PR,Slip road
3065,A4087,PU,Roundabout
3066,A4043,PU,Roundabout
3067,A489,PU,Slip road
3068,A497,PR,One way street
3069,A4971,PR,Single carriageway
3070,A40,PU,Single carriageway
3071,A40,PU,Dual carriageway
3072,A4042,PR,Slip road
3073,A4042,PR,Single carriageway
3074,A4810,PR,Single carriageway
3075,A4810,PR,Dual carriageway
3076,A4054,PU,Unknown
3077,A5119,PR,Slip road
3078,A4214,PU,Dual carriageway
3079,A4234,PU,Roundabout
3080,A482,PR,One way street
3081,A481,PR,Slip road
3082,A4223,PU,One way street
3083,A4046,PU,One way street
3084,A4042,TU,Slip road
3085,A481,PR,Roundabout
3086,A4042,PU,Slip road
3087,A4226,PR,Slip road
3088,A546,PR,Slip road
3089,A468,PU,Slip road
3090,A486,PR,Unknown
3091,A483,PR,Unknown
3092,A4042,PU,One way street
3093,A546,PR,Unknown
3094,A466,TR,Dual carriageway
3095,A4810,PR,Roundabout
3096,A4241,PU,Dual carriageway
3097,A4281,PU,Single carriageway
3098,A4106,PR,One way street
3099,A4281,PU,Roundabout
3100,A48(M),TM,Single carriageway
3101,A4218,PR,Slip road
3102,A498,PR,Roundabout
3103,A4138,PR,Slip road
3104,A479,TR,Slip road
3105,A4215,PR,Dual carriageway
3106,A5,PR,One way street
3107,A4242,PR,Slip road
3108,A489,PU,Roundabout
3109,A4058,PU,Slip road
3110,A4042,PR,Roundabout
3111,A5153,PU,Single carriageway
3112,A4281,PR,Single carriageway
3113,A5119,PU,Slip road
3114,M8,TM,Single carriageway
3115,M8,TM,Dual carriageway
3116,M9,TM,Single carriageway
3117,M90,TM,Single carriageway
3118,M90,TM,Dual carriageway
3119,A7,PU,Single carriageway
3120,A8,TR,Single carriageway
3121,A9,TR,Single carriageway
3122,A68,TU,Single carriageway
3123,A68,TR,Roundabout
3124,A68,TR,Single carriageway
3125,A73,PR,Dual carriageway
3126,A73,PR,Single carriageway
3127,A702,TR,Single carriageway
3128,A75,TR,Single carriageway
3129,A77,TR,Single carriageway
3130,A78,TU,Dual carriageway
3131,A82,TR,Single carriageway
3132,A82,TR,Dual carriageway
3133,A82,PU,Single carriageway
3134,A83,TR,Single carriageway
3135,A84,TR,Single carriageway
3136,A85,TR,Single carriageway
3137,A87,TR,Dual carriageway
3138,A91,PR,Single carriageway
3139,A90,TR,Single carriageway
3140,A96,TR,Single carriageway
3141,A96,TR,Roundabout
3142,A98,PR,Single carriageway
3143,A98,PR,Dual carriageway
3144,A701,TR,Single carriageway
3145,A816,PR,Single carriageway
3146,A830,TU,Single carriageway
3147,A90,TU,Single carriageway
3148,A80,TR,Single carriageway
3149,M73,TM,Dual carriageway
3150,A1,PU,Dual carriageway
3151,A770,PU,Roundabout
3152,A8,PU,Single carriageway
3153,A8,PU,Dual carriageway
3154,A99,PR,Single carriageway
3155,A9,PU,Single carriageway
3156,A70,PU,Single carriageway
3157,A70,PR,Single carriageway
3158,A71,PR,Single carriageway
3159,A735,PU,Single carriageway
3160,A72,PR,Single carriageway
3161,A77,PU,Single carriageway
3162,A77,PR,Single carriageway
3163,A80,PU,Single carriageway
3164,A81,PR,Roundabout
3165,A81,PU,Dual carriageway
3166,A85,PR,Single carriageway
3167,A89,PR,Single carriageway
3168,A89,PU,Single carriageway
3169,A89,PU,Dual carriageway
3170,A90,PR,Single carriageway
3171,A956,PU,Single carriageway
3172,A9013,PU,Single carriageway
3173,A92,PR,Single carriageway
3174,A92,PU,Single carriageway
3175,A92,TR,Single carriageway
3176,A921,PU,Single carriageway
3177,A921,PR,Roundabout
3178,A93,PR,Dual carriageway
3179,A93,PR,Single carriageway
3180,A94,PR,Single carriageway
3181,A93,PU,Single carriageway
3182,A95,TR,Roundabout
3183,A95,TR,Single carriageway
3184,A97,PR,Single carriageway
3185,A198,PR,Single carriageway
3186,A698,PR,Dual carriageway
3187,A701,PR,Single carriageway
3188,A702,PR,Single carriageway
3189,A703,PR,Single carriageway
3190,A706,PR,Single carriageway
3191,A707,PR,Roundabout
3192,A710,PR,One way street
3193,A711,PR,Single carriageway
3194,A713,PR,Single carriageway
3195,A714,PR,Single carriageway
3196,A714,PR,Roundabout
3197,A716,PR,Single carriageway
3198,A718,PR,Single carriageway
3199,A719,PR,Dual carriageway
3200,A721,PR,Single carriageway
3201,A723,PU,Roundabout
3202,A724,PU,Single carriageway
3203,A725,PU,Dual carriageway
3204,A726,PR,Single carriageway
3205,A726,PU,Roundabout
3206,A730,PU,Single carriageway
3207,A736,PU,Single carriageway
3208,A761,PU,Single carriageway
3209,A737,PU,Single carriageway
3210,A739,PU,Single carriageway
3211,A78,PU,Single carriageway
3212,A749,PU,Single carriageway
3213,A752,PR,Single carriageway
3214,A759,PU,Single carriageway
3215,A761,PR,Dual carriageway
3216,A766,PR,Dual carriageway
3217,A801,PR,Roundabout
3218,A803,PR,Dual carriageway
3219,A803,PU,Single carriageway
3220,A804,PU,Single carriageway
3221,A810,PU,Slip road
3222,A811,PR,Single carriageway
3223,A813,PU,One way street
3224,A814,PU,Single carriageway
3225,A815,PR,Single carriageway
3226,A819,PR,Single carriageway
3227,A821,PR,Single carriageway
3228,A822,PR,Dual carriageway
3229,A823,PR,Single carriageway
3230,A826,PR,Single carriageway
3231,A831,PR,Single carriageway
3232,A832,PR,Dual carriageway
3233,A832,PR,Roundabout
3234,A836,PR,Single carriageway
3235,A838,PR,Single carriageway
3236,A844,PR,Slip road
3237,A847,PR,Single carriageway
3238,A849,PR,Dual carriageway
3239,A851,PR,Single carriageway
3240,A87,TR,Single carriageway
3241,A858,PR,Single carriageway
3242,A859,PR,Single carriageway
3243,A861,PR,Single carriageway
3244,A862,PR,Single carriageway
3245,A863,PR,Roundabout
3246,A865,PR,Single carriageway
3247,A867,PR,Single carriageway
3248,A872,PR,Single carriageway
3249,A879,PU,Single carriageway
3250,A884,PR,Single carriageway
3251,A886,PR,Dual carriageway
3252,A890,PR,Single carriageway
3253,A894,PR,Single carriageway
3254,A896,PR,Single carriageway
3255,A899,PR,Dual carriageway
3256,A901,PU,Single carriageway
3257,A902,PU,Dual carriageway
3258,A904,PU,Single carriageway
3259,A905,PU,Dual carriageway
3260,A907,PR,Single carriageway
3261,A909,PR,Single carriageway
3262,A911,PR,Single carriageway
3263,A912,PR,One way street
3264,A913,PR,Single carriageway
3265,A915,PR,Single carriageway
3266,A915,PU,Single carriageway
3267,A917,PR,Single carriageway
3268,A991,PU,Roundabout
3269,A923,PR,Single carriageway
3270,A926,PR,Single carriageway
3271,A928,PR,Dual carriageway
3272,A930,PU,Roundabout
3273,A933,PR,Single carriageway
3274,A937,PR,Single carriageway
3275,A939,PR,Single carriageway
3276,A939,PR,Dual carriageway
3277,A941,PR,Single carriageway
3278,A944,PR,Single carriageway
3279,A947,PR,Single carriageway
3280,A948,PR,Single carriageway
3281,A950,PR,Slip road
3282,A961,PR,Single carriageway
3283,A965,PR,Single carriageway
3284,A967,PR,Single carriageway
3285,A970,PR,Dual carriageway
3286,A970,PR,Single carriageway
3287,A971,PR,Single carriageway
3288,A975,PR,Single carriageway
3289,A981,PR,Single carriageway
3290,A1107,PR,Dual carriageway
3291,A6089,PR,Single carriageway
3292,A6093,PR,Single carriageway
3293,A6094,PR,Single carriageway
3294,A6105,PR,Roundabout
3295,A6106,PR,Dual carriageway
3296,A6112,PR,Single carriageway
3297,A6137,PR,Single carriageway
3298,A8000,PR,Single carriageway
3299,A8014,PU,Single carriageway
3300,A704,PR,Roundabout
3301,A96,TR,Dual carriageway
3302,M74,TM,Single carriageway
3303,M90,TM,Roundabout
3304,M898,TM,Single carriageway
3305,A7,PR,Single carriageway
3306,A7,TR,Dual carriageway
3307,A8,TU,Single carriageway
3308,A9,TR,Roundabout
3309,A9,TR,Dual carriageway
3310,A68,TR,One way street
3311,A75,TR,Dual carriageway
3312,A76,TR,Single carriageway
3313,A78,TR,Single carriageway
3314,A78,TU,Single carriageway
3315,A78,TR,Roundabout
3316,A80,TR,Dual carriageway
3317,A83,TR,Slip road
3318,A957,PR,Single carriageway
3319,A92,TU,Single carriageway
3320,A920,PR,Single carriageway
3321,A702,TR,Dual carriageway
3322,A835,TR,Roundabout
3323,A92,TR,Roundabout
3324,A90,TU,Roundabout
3325,A823,PR,Dual carriageway
3326,A985,TR,Single carriageway
3327,M876,TM,Dual carriageway
3328,A99,PR,Dual carriageway
3329,A71,PR,Dual carriageway
3330,A723,PU,Single carriageway
3331,A72,PR,Roundabout
3332,A74,PR,Dual carriageway
3333,A77,TU,Single carriageway
3334,A79,PU,Dual carriageway
3335,A81,PR,Single carriageway
3336,A85,TR,Roundabout
3337,A86,TR,Single carriageway
3338,A90,PU,Single carriageway
3339,A92,PR,Dual carriageway
3340,A914,PR,Single carriageway
3341,A93,PR,Roundabout
3342,A95,PR,Single carriageway
3343,A97,PR,Dual carriageway
3344,A97,PR,Roundabout
3345,A198,PR,Dual carriageway
3346,A697,PR,Single carriageway
3347,A698,PR,Single carriageway
3348,A705,PR,Dual carriageway
3349,A708,PR,Single carriageway
3350,A709,PR,Single carriageway
3351,A712,PR,Single carriageway
3352,A719,PR,Single carriageway
3353,A721,PU,Roundabout
3354,A721,PU,Single carriageway
3355,A723,PU,Dual carriageway
3356,A723,PR,Single carriageway
3357,A725,TU,Dual carriageway
3358,A726,PU,Single carriageway
3359,A726,PU,Dual carriageway
3360,A735,PR,Single carriageway
3361,A736,PR,Single carriageway
3362,A738,PU,Single carriageway
3363,A741,PU,Single carriageway
3364,A745,PR,Single carriageway
3365,A747,PR,Single carriageway
3366,A756,PU,Single carriageway
3367,A760,PR,Single carriageway
3368,A762,PR,Dual carriageway
3369,A803,PR,Single carriageway
3370,A809,PU,Single carriageway
3371,A814,PR,Single carriageway
3372,A814,PU,Dual carriageway
3373,A820,PR,Single carriageway
3374,A822,PR,Single carriageway
3375,A823,PU,Single carriageway
3376,A827,PR,Dual carriageway
3377,A831,PR,Dual carriageway
3378,A832,PR,Single carriageway
3379,A833,PR,Single carriageway
3380,A837,PR,Single carriageway
3381,A838,PR,Dual carriageway
3382,A841,PR,Roundabout
3383,A844,PR,Single carriageway
3384,A846,PR,Single carriageway
3385,A850,PR,Single carriageway
3386,A857,PR,Single carriageway
3387,A861,PR,Dual carriageway
3388,A862,PR,Roundabout
3389,A863,PR,Dual carriageway
3390,A865,PR,Dual carriageway
3391,A873,PR,Single carriageway
3392,A886,PR,Single carriageway
3393,A891,PR,Single carriageway
3394,A897,PR,Single carriageway
3395,A899,PU,Roundabout
3396,A903,PU,Single carriageway
3397,A904,PR,Single carriageway
3398,A904,PU,Slip road
3399,A905,PR,Single carriageway
3400,A907,PU,Single carriageway
3401,A907,PR,Dual carriageway
3402,A908,PR,Single carriageway
3403,A912,PR,Roundabout
3404,A916,PR,Single carriageway
3405,A924,PR,Dual carriageway
3406,A935,PR,Single carriageway
3407,A938,PR,Single carriageway
3408,A942,PR,Dual carriageway
3409,A947,PU,Single carriageway
3410,A949,PR,Single carriageway
3411,A955,PU,Single carriageway
3412,A960,PR,Single carriageway
3413,A964,PR,Single carriageway
3414,A968,PR,Single carriageway
3415,A980,PR,Dual carriageway
3416,A981,PR,Roundabout
3417,A986,PR,Single carriageway
3418,A993,PU,Single carriageway
3419,A6088,PR,Single carriageway
3420,A6105,PR,Single carriageway
3421,A6124,PR,Single carriageway
3422,A8011,PU,Single carriageway
3423,A739,PU,Dual carriageway
3424,A743,PR,Single carriageway
3425,A877,PU,Dual carriageway
3426,A991,PU,Single carriageway
3427,M9,TM,Dual carriageway
3428,M80,TM,Single carriageway
3429,A7,TR,Single carriageway
3430,A99,TR,Single carriageway
3431,A68,TU,Dual carriageway
3432,A75,TU,Single carriageway
3433,A76,TR,Roundabout
3434,A78,TR,Dual carriageway
3435,A91,PR,Roundabout
3436,A834,PR,Roundabout
3437,A90,TR,Dual carriageway
3438,A977,PR,Roundabout
3439,A977,PR,Single carriageway
3440,A985,TU,Single carriageway
3441,A8,PR,Single carriageway
3442,A8,PU,Roundabout
3443,A924,PR,Single carriageway
3444,A7,PU,Dual carriageway
3445,A70,PR,Dual carriageway
3446,A71,PU,Roundabout
3447,A74,PU,Single carriageway
3448,A780,PR,Single carriageway
3449,A780,PU,Single carriageway
3450,A81,PU,Single carriageway
3451,A85,PU,Dual carriageway
3452,A89,PR,Dual carriageway
3453,A89,PR,Roundabout
3454,A89,PU,Roundabout
3455,A952,PR,Dual carriageway
3456,A921,PR,Single carriageway
3457,A94,PR,Dual carriageway
3458,A938,PR,Dual carriageway
3459,A96,PU,Single carriageway
3460,A697,PR,Dual carriageway
3461,A699,PR,Dual carriageway
3462,A706,PU,Single carriageway
3463,A707,PR,Slip road
3464,A708,PR,Dual carriageway
3465,A710,PR,Dual carriageway
3466,A711,PR,Dual carriageway
3467,A713,PR,One way street
3468,A718,PU,Single carriageway
3469,A719,PU,Dual carriageway
3470,A724,PR,Roundabout
3471,A725,TU,Single carriageway
3472,A728,PU,Single carriageway
3473,A736,PU,Dual carriageway
3474,A738,PU,Dual carriageway
3475,A741,PU,One way street
3476,A746,PR,Single carriageway
3477,A752,PU,Roundabout
3478,A762,PR,Single carriageway
3479,A800,PR,Single carriageway
3480,A807,PR,Roundabout
3481,A809,PR,Single carriageway
3482,A822,PR,Roundabout
3483,A827,PR,Single carriageway
3484,A835,PR,Single carriageway
3485,A839,PR,Single carriageway
3486,A841,PR,Single carriageway
3487,A849,PR,Single carriageway
3488,A850,PR,Dual carriageway
3489,A855,PR,Single carriageway
3490,A875,PR,Single carriageway
3491,A883,PR,Roundabout
3492,A889,TR,Single carriageway
3493,A899,PU,Single carriageway
3494,A900,PU,Single carriageway
3495,A910,PU,Roundabout
3496,A911,PU,Single carriageway
3497,A912,PU,Single carriageway
3498,A92,TR,Slip road
3499,A917,PU,Single carriageway
3500,A929,PU,Single carriageway
3501,A930,PR,Single carriageway
3502,A935,PR,Roundabout
3503,A940,PR,Single carriageway
3504,A947,PR,Roundabout
3505,A950,PR,Single carriageway
3506,A963,PR,Single carriageway
3507,A966,PR,Single carriageway
3508,A978,PU,Dual carriageway
3509,A980,PR,Roundabout
3510,A990,PR,Roundabout
3511,A994,PR,Single carriageway
3512,A6093,PR,Dual carriageway
3513,A8011,PU,Slip road
3514,A772,PR,Single carriageway
3515,A808,PU,Single carriageway
3516,A717,PU,Roundabout
3517,A8015,PR,Single carriageway
3518,A720,TR,Single carriageway
3519,A837,PR,Dual carriageway
3520,M876,TM,Roundabout
3521,A7,TR,Roundabout
3522,A8,TR,Dual carriageway
3523,A73,PR,Roundabout
3524,A76,TR,Dual carriageway
3525,A77,TR,Roundabout
3526,A78,TU,Roundabout
3527,A82,PU,Roundabout
3528,A96,TR,Slip road
3529,A828,TR,Roundabout
3530,A830,TR,Single carriageway
3531,A835,TR,Single carriageway
3532,A882,PR,One way street
3533,A898,TR,Single carriageway
3534,A1,PU,Single carriageway
3535,A770,PU,Single carriageway
3536,A77,PU,Dual carriageway
3537,A81,PR,Dual carriageway
3538,A85,PU,Single carriageway
3539,A989,PU,Single carriageway
3540,A199,PU,Dual carriageway
3541,A705,PR,Single carriageway
3542,A706,PR,Roundabout
3543,A713,PR,Roundabout
3544,A716,PR,Dual carriageway
3545,A724,PU,Dual carriageway
3546,A726,PR,Roundabout
3547,A736,PR,Dual carriageway
3548,A747,PR,Dual carriageway
3549,A801,PR,Single carriageway
3550,A810,PU,Single carriageway
3551,A819,PR,Dual carriageway
3552,A823,PU,Roundabout
3553,A836,PR,Dual carriageway
3554,A87,TR,Roundabout
3555,A851,PR,Dual carriageway
3556,A858,PR,Dual carriageway
3557,A859,PR,Roundabout
3558,A863,PR,Single carriageway
3559,A879,PR,Single carriageway
3560,A901,PU,Dual carriageway
3561,A904,PR,Roundabout
3562,A905,PU,Single carriageway
3563,A912,PR,Single carriageway
3564,A932,PR,Single carriageway
3565,A942,PR,Single carriageway
3566,A964,PR,Roundabout
3567,A968,PR,Roundabout
3568,A975,PR,Roundabout
3569,A984,PR,Single carriageway
3570,A6094,PU,Single carriageway
3571,A6105,PR,Dual carriageway
3572,A6106,PU,Single carriageway
3573,A8010,PU,Single carriageway
3574,A700,PU,Single carriageway
3575,A83,TR,Dual carriageway
3576,A84,TR,Dual carriageway
3577,A96,TR,One way street
3578,A828,TR,Single carriageway
3579,A977,PR,Dual carriageway
3580,A985,TU,Dual carriageway
3581,M8,TM,Roundabout
3582,M876,TM,Single carriageway
3583,A701,PU,Single carriageway
3584,A8,PR,Roundabout
3585,A71,PR,Roundabout
3586,A72,PU,Single carriageway
3587,A79,PU,Single carriageway
3588,A83,PR,Single carriageway
3589,A92,PU,Dual carriageway
3590,A921,PR,Dual carriageway
3591,A95,TR,Dual carriageway
3592,A699,PR,Single carriageway
3593,A702,PU,Roundabout
3594,A705,PU,Single carriageway
3595,A710,PU,Roundabout
3596,A711,PR,Roundabout
3597,A713,PU,Dual carriageway
3598,A721,PU,Dual carriageway
3599,A735,PR,Dual carriageway
3600,A737,TR,Single carriageway
3601,A749,PU,Roundabout
3602,A803,PU,Dual carriageway
3603,A803,PU,Roundabout
3604,A809,PR,Roundabout
3605,A836,PR,Roundabout
3606,A846,PR,Dual carriageway
3607,A848,PR,Single carriageway
3608,A857,PR,Dual carriageway
